name,lat,lon
palus san marco,46.5363465,12.2942217
alpaco,46.11585251230784, 12.324489843775968
pula, 44.8747700270836, 13.84818154503741
ginevra, 46.26184803373837, 6.160150020618249
pecs, 46.07817884281677, 18.223476873939287
